trigram,count
"('DT', 'JJ', 'NN')",0.025890547773310457
"('IN', 'DT', 'NN')",0.022945529975159414
"('NN', 'IN', 'DT')",0.020333427232451535
"('DT', 'NN', 'IN')",0.019309073215703347
"('IN', 'DT', 'JJ')",0.015877487259596916
"('JJ', 'NN', 'IN')",0.015416527952060232
"('JJ', 'NN', 'NN')",0.0108837614279495
"('DT', 'NN', 'NN')",0.00957771005659556
"('NN', 'IN', 'JJ')",0.009167968449896284
"('NNS', 'IN', 'DT')",0.008937488796127942
"('IN', 'JJ', 'NNS')",0.008348485236497734
"('IN', 'JJ', 'NN')",0.008143614433148096
"('JJ', 'NNS', 'IN')",0.007938743629798458
"('NN', 'IN', 'NN')",0.007938743629798458
"('NN', 'NN', 'IN')",0.00734974007016825
"('PRP', 'VBP', 'DT')",0.006863171912212861
"('.', 'PRP', 'VBP')",0.006632692258444518
"('JJ', 'JJ', 'NN')",0.006632692258444518
"('JJ', 'NN', 'NNS')",0.006350994903838766
"('NN', 'NN', '.')",0.005633947092115035
"('DT', 'NN', 'VBZ')",0.005249814335834465
"('JJ', 'NNS', '.')",0.005121770083740941
"('NNS', 'IN', 'JJ')",0.004891290429972599
"('VBN', 'IN', 'DT')",0.004840072729135189
"('JJ', 'NN', '.')",0.00478885502829778
"(',', 'PRP', 'VBP')",0.00478885502829778
"('NN', '.', 'DT')",0.004763246177879075
"('.', 'DT', 'NN')",0.004763246177879075
"('NN', 'IN', 'NNS')",0.004737637327460371
"('NN', 'NN', 'NN')",0.004609593075366847
"('DT', 'JJ', 'JJ')",0.004558375374529438
"('NNS', 'IN', 'NN')",0.004225460319086276
"('NN', 'NNS', '.')",0.004199851468667572
"('JJ', 'NN', ',')",0.004174242618248867
"('TO', 'VB', 'DT')",0.004148633767830162
"('NN', '.', 'PRP')",0.004097416066992753
"('VBP', 'DT', 'NN')",0.003994980665317934
"('NN', 'NNS', 'IN')",0.003994980665317934
"('VBP', 'DT', 'JJ')",0.00391815411406182
"('NN', 'VBZ', 'DT')",0.0036876744602934775
"('IN', 'NN', 'NN')",0.0036620656098747726
"('NN', 'NN', ',')",0.0035852390586186586
"('VB', 'DT', 'NN')",0.0035852390586186586
"('NNS', '.', 'DT')",0.003534021357781249
"('IN', 'DT', 'NNP')",0.0033291505544316116
"('IN', 'NNS', 'IN')",0.0033291505544316116
"('IN', 'NN', 'NNS')",0.0033035417040129067
"('.', 'DT', 'JJ')",0.003277932853594202
"('NN', 'CC', 'NN')",0.003277932853594202
"('DT', 'JJ', 'NNS')",0.0032267151527567927
"('VBZ', 'DT', 'JJ')",0.0032267151527567927
"('VBZ', 'DT', 'NN')",0.0031242797510819737
"('NN', 'IN', 'VBG')",0.0031242797510819737
"('JJ', 'JJ', 'NNS')",0.003098670900663269
"('JJ', 'NNS', ',')",0.0030474531998258597
"('NNS', '.', 'PRP')",0.003021844349407155
"('.', 'IN', 'DT')",0.002945017798151041
"('DT', 'NN', ',')",0.0029194089477323363
"('DT', 'NNS', 'IN')",0.0028938000973136317
"('DT', 'NNP', 'NN')",0.0028681912468949268
"('IN', 'JJ', 'JJ')",0.0028425823964762223
"('JJ', 'NN', 'VBZ')",0.0027657558452201083
"('NN', 'TO', 'VB')",0.0027657558452201083
"('IN', 'VBG', 'DT')",0.0027657558452201083
"('NN', ',', 'PRP')",0.0027401469948014033
"('.', 'RB', ',')",0.0027401469948014033
"('NN', 'VBZ', 'VBN')",0.002688929293963994
"('VBG', 'DT', 'JJ')",0.00261210274270788
"('VBG', 'DT', 'NN')",0.00261210274270788
"('NN', '.', 'IN')",0.00261210274270788
"('NN', 'NN', 'NNS')",0.0025608850418704704
"('IN', 'DT', 'NNS')",0.0025608850418704704
"('NN', 'NN', 'VBZ')",0.002535276191451766
"('(', 'NNP', ')')",0.002535276191451766
"('NN', 'NNS', ',')",0.0024840584906143564
"('IN', 'NN', 'IN')",0.0024072319393582424
"('PRP', 'VBP', 'IN')",0.0024072319393582424
"('NN', ',', 'CC')",0.0024072319393582424
"('TO', 'DT', 'NN')",0.0023816230889395374
"('VB', 'DT', 'JJ')",0.0023047965376834234
"('NN', 'NN', 'CC')",0.0023047965376834234
"('CC', 'JJ', 'NN')",0.0023047965376834234
"('VBN', 'IN', 'JJ')",0.002279187687264719
"('DT', 'NN', 'NNS')",0.0022279699864273094
"('DT', 'NN', '.')",0.0021767522855899
"('VBN', 'TO', 'VB')",0.002151143435171195
"('JJ', 'CC', 'JJ')",0.0021255345847524905
"('MD', 'VB', 'VBN')",0.002099925734333786
"('VBZ', 'VBN', 'IN')",0.0020487080334963765
"('IN', 'NN', ',')",0.001997490332658967
"('TO', 'VB', 'JJ')",0.0019462726318215575
"('NNS', 'VBP', 'VBN')",0.0019462726318215575
"('NNS', '.', 'IN')",0.0019462726318215575
"('NNS', 'IN', 'NNS')",0.0019462726318215575
"('JJ', 'NN', 'CC')",0.0019206637814028528
"('NN', 'IN', 'NNP')",0.0019206637814028528
"(',', 'DT', 'NN')",0.0019206637814028528
"('NNS', 'VBN', 'IN')",0.0019206637814028528
"('NN', 'NNS', 'VBP')",0.0018694460805654435
"('CC', 'JJ', 'NNS')",0.0018438372301467388
